000001,000001,平安银行,,
000002,000002,万  科Ａ,,
000004,000004,国农科技,,
000005,000005,世纪星源,,
000006,000006,深振业Ａ,,
000007,000007,全新好,,
000008,000008,神州高铁,,
000009,000009,中国宝安,,
000010,000010,*ST美丽,,
000011,000011,深物业A,200011,深物业B
000012,000012,南  玻Ａ,200012,南  玻Ｂ
000014,000014,沙河股份,,
000016,000016,深康佳Ａ,200016,深康佳Ｂ
000017,000017,深中华A,200017,深中华B
000019,000019,深粮控股,200019,深粮B
000020,000020,深华发Ａ,200020,深华发Ｂ
000021,000021,深科技,,
000023,000023,深天地Ａ,,
000025,000025,特  力Ａ,200025,特  力Ｂ
000026,000026,飞亚达,200026,飞亚达Ｂ
000027,000027,深圳能源,,
000028,000028,国药一致,200028,一致Ｂ
000029,000029,深深房Ａ,200029,深深房Ｂ
000030,000030,富奥股份,200030,富奥B
000031,000031,大悦城,,
000032,000032,深桑达Ａ,,
000034,000034,神州数码,,
000035,000035,中国天楹,,
000036,000036,华联控股,,
000037,000037,深南电A,200037,深南电B
000038,000038,深大通,,
000039,000039,中集集团,,
000040,000040,东旭蓝天,,
000042,000042,中洲控股,,
000045,000045,深纺织Ａ,200045,深纺织Ｂ
000046,000046,泛海控股,,
000048,000048,康达尔,,
000049,000049,德赛电池,,
000050,000050,深天马Ａ,,
000055,000055,方大集团,200055,方大Ｂ
000056,000056,皇庭国际,200056,皇庭B
000058,000058,深 赛 格,200058,深赛格B
000059,000059,华锦股份,,
000060,000060,中金岭南,,
000061,000061,农 产 品,,
000062,000062,深圳华强,,
000063,000063,中兴通讯,,
000065,000065,北方国际,,
000066,000066,中国长城,,
000068,000068,华控赛格,,
000069,000069,华侨城Ａ,,
000070,000070,特发信息,,
000078,000078,海王生物,,
000088,000088,盐 田 港,,
000089,000089,深圳机场,,
000090,000090,天健集团,,
000096,000096,广聚能源,,
000099,000099,中信海直,,
000100,000100,TCL科技,,
000150,000150,宜华健康,,
000151,000151,中成股份,,
000153,000153,丰原药业,,
000155,000155,川能动力,,
000156,000156,华数传媒,,
000157,000157,中联重科,,
000158,000158,常山北明,,
000159,000159,国际实业,,
000166,000166,申万宏源,,
000301,000301,东方盛虹,,
000333,000333,美的集团,,
000338,000338,潍柴动力,,
000400,000400,许继电气,,
000401,000401,冀东水泥,,
000402,000402,金 融 街,,
000403,000403,双林生物,,
000404,000404,长虹华意,,
000407,000407,胜利股份,,
000408,000408,藏格控股,,
000409,000409,ST地矿,,
000410,000410,*ST沈机,,
000411,000411,英特集团,,
000413,000413,东旭光电,200413,东旭B
000415,000415,渤海租赁,,
000416,000416,民生控股,,
000417,000417,合肥百货,,
000419,000419,通程控股,,
000420,000420,吉林化纤,,
000421,000421,南京公用,,
000422,000422,ST宜化,,
000423,000423,东阿阿胶,,
000425,000425,徐工机械,,
000426,000426,兴业矿业,,
000428,000428,华天酒店,,
000429,000429,粤高速Ａ,200429,粤高速Ｂ
000430,000430,张家界,,
000488,000488,晨鸣纸业,200488,晨  鸣Ｂ
000498,000498,山东路桥,,
000501,000501,鄂武商Ａ,,
000502,000502,绿景控股,,
000503,000503,国新健康,,
000504,000504,*ST生物,,
000505,000505,京粮控股,200505,京粮B
000506,000506,中润资源,,
000507,000507,珠海港,,
000509,000509,华塑控股,,
000510,000510,新金路,,
000513,000513,丽珠集团,,
000514,000514,渝 开 发,,
000516,000516,国际医学,,
000517,000517,荣安地产,,
000518,000518,四环生物,,
000519,000519,中兵红箭,,
000520,000520,长航凤凰,,
000521,000521,长虹美菱,200521,虹美菱B
000523,000523,广州浪奇,,
000524,000524,岭南控股,,
000525,000525,红 太 阳,,
000526,000526,紫光学大,,
000528,000528,柳    工,,
000529,000529,广弘控股,,
000530,000530,大冷股份,200530,大  冷Ｂ
000531,000531,穗恒运Ａ,,
000532,000532,华金资本,,
000533,000533,顺钠股份,,
000534,000534,万泽股份,,
000536,000536,华映科技,,
000537,000537,广宇发展,,
000538,000538,云南白药,,
000539,000539,粤电力Ａ,200539,粤电力Ｂ
000540,000540,中天金融,,
000541,000541,佛山照明,200541,粤照明Ｂ
000543,000543,皖能电力,,
000544,000544,中原环保,,
000545,000545,金浦钛业,,
000546,000546,金圆股份,,
000547,000547,航天发展,,
000548,000548,湖南投资,,
000550,000550,江铃汽车,200550,江  铃Ｂ
000551,000551,创元科技,,
000552,000552,靖远煤电,,
000553,000553,安道麦A,200553,安道麦B
000554,000554,泰山石油,,
000555,000555,神州信息,,
000557,000557,西部创业,,
000558,000558,莱茵体育,,
000559,000559,万向钱潮,,
000560,000560,我爱我家,,
000561,000561,烽火电子,,
000563,000563,陕国投Ａ,,
000564,000564,供销大集,,
000565,000565,渝三峡Ａ,,
000566,000566,海南海药,,
000567,000567,海德股份,,
000568,000568,泸州老窖,,
000570,000570,苏常柴Ａ,200570,苏常柴Ｂ
000571,000571,*ST大洲,,
000572,000572,*ST 海马,,
000573,000573,粤宏远Ａ,,
000576,000576,广东甘化,,
000581,000581,威孚高科,200581,苏威孚Ｂ
000582,000582,北部湾港,,
000584,000584,哈工智能,,
000585,000585,ST东电,,
000586,000586,汇源通信,,
000587,000587,金洲慈航,,
000589,000589,贵州轮胎,,
000590,000590,启迪古汉,,
000591,000591,太阳能,,
000592,000592,平潭发展,,
000593,000593,大通燃气,,
000595,000595,宝塔实业,,
000596,000596,古井贡酒,200596,古井贡Ｂ
000597,000597,东北制药,,
000598,000598,兴蓉环境,,
000599,000599,青岛双星,,
000600,000600,建投能源,,
000601,000601,韶能股份,,
000603,000603,盛达资源,,
000605,000605,渤海股份,,
000606,000606,顺利办,,
000607,000607,华媒控股,,
000608,000608,阳光股份,,
000609,000609,中迪投资,,
000610,000610,西安旅游,,
000611,000611,*ST天首,,
000612,000612,焦作万方,,
000613,000613,大东海A,200613,大东海B
000615,000615,京汉股份,,
000616,000616,海航投资,,
000617,000617,中油资本,,
000619,000619,海螺型材,,
000620,000620,新华联,,
000622,000622,恒立实业,,
000623,000623,吉林敖东,,
000625,000625,长安汽车,200625,长  安Ｂ
000626,000626,远大控股,,
000627,000627,天茂集团,,
000628,000628,高新发展,,
000629,000629,攀钢钒钛,,
000630,000630,铜陵有色,,
000631,000631,顺发恒业,,
000632,000632,三木集团,,
000633,000633,合金投资,,
000635,000635,英 力 特,,
000636,000636,风华高科,,
000637,000637,茂化实华,,
000638,000638,万方发展,,
000639,000639,西王食品,,
000650,000650,仁和药业,,
000651,000651,格力电器,,
000652,000652,泰达股份,,
000655,000655,金岭矿业,,
000656,000656,金科股份,,
000657,000657,中钨高新,,
000659,000659,珠海中富,,
000661,000661,长春高新,,
000662,000662,天夏智慧,,
000663,000663,永安林业,,
000665,000665,湖北广电,,
000666,000666,经纬纺机,,
000667,000667,美好置业,,
000668,000668,荣丰控股,,
000669,000669,金鸿控股,,
000670,000670,*ST盈方,,
000671,000671,阳 光 城,,
000672,000672,上峰水泥,,
000673,000673,当代东方,,
000676,000676,智度股份,,
000677,000677,恒天海龙,,
000678,000678,襄阳轴承,,
000679,000679,大连友谊,,
000680,000680,山推股份,,
000681,000681,视觉中国,,
000682,000682,东方电子,,
000683,000683,远兴能源,,
000685,000685,中山公用,,
000686,000686,东北证券,,
000687,000687,华讯方舟,,
000688,000688,国城矿业,,
000690,000690,宝新能源,,
000691,000691,亚太实业,,
000692,000692,惠天热电,,
000695,000695,滨海能源,,
000697,000697,炼石航空,,
000698,000698,沈阳化工,,
000700,000700,模塑科技,,
000701,000701,厦门信达,,
000702,000702,正虹科技,,
000703,000703,恒逸石化,,
000705,000705,浙江震元,,
000707,000707,ST双环,,
000708,000708,中信特钢,,
000709,000709,河钢股份,,
000710,000710,贝瑞基因,,
000711,000711,京蓝科技,,
000712,000712,锦龙股份,,
000713,000713,丰乐种业,,
000715,000715,中兴商业,,
000716,000716,黑芝麻,,
000717,000717,韶钢松山,,
000718,000718,苏宁环球,,
000719,000719,中原传媒,,
000720,000720,新能泰山,,
000721,000721,西安饮食,,
000722,000722,湖南发展,,
000723,000723,美锦能源,,
000725,000725,京东方Ａ,200725,京东方Ｂ
000726,000726,鲁  泰Ａ,200726,鲁  泰Ｂ
000727,000727,华东科技,,
000728,000728,国元证券,,
000729,000729,燕京啤酒,,
000731,000731,四川美丰,,
000732,000732,泰禾集团,,
000733,000733,振华科技,,
000735,000735,罗 牛 山,,
000736,000736,中交地产,,
000737,000737,ST南风,,
000738,000738,航发控制,,
000739,000739,普洛药业,,
000750,000750,国海证券,,
000751,000751,锌业股份,,
000752,000752,*ST西发,,
000753,000753,漳州发展,,
000755,000755,山西路桥,,
000756,000756,新华制药,,
000757,000757,浩物股份,,
000758,000758,中色股份,,
000759,000759,中百集团,,
000760,000760,*ST斯太,,
000761,000761,本钢板材,200761,本钢板Ｂ
000762,000762,西藏矿业,,
000766,000766,通化金马,,
000767,000767,漳泽电力,,
000768,000768,中航飞机,,
000776,000776,广发证券,,
000777,000777,中核科技,,
000778,000778,新兴铸管,,
000779,000779,甘咨询,,
000780,000780,平庄能源,,
000782,000782,美达股份,,
000783,000783,长江证券,,
000785,000785,居然之家,,
000786,000786,北新建材,,
000788,000788,北大医药,,
000789,000789,万年青,,
000790,000790,泰合健康,,
000791,000791,甘肃电投,,
000792,000792,*ST盐湖,,
000793,000793,华闻集团,,
000795,000795,英洛华,,
000796,000796,凯撒旅业,,
000797,000797,中国武夷,,
000798,000798,中水渔业,,
000799,000799,酒鬼酒,,
000800,000800,一汽轿车,,
000801,000801,四川九洲,,
000802,000802,北京文化,,
000803,000803,金宇车城,,
000806,000806,ST银河,,
000807,000807,云铝股份,,
000809,000809,铁岭新城,,
000810,000810,创维数字,,
000811,000811,冰轮环境,,
000812,000812,陕西金叶,,
000813,000813,德展健康,,
000815,000815,美利云,,
000816,000816,ST慧业,,
000818,000818,航锦科技,,
000819,000819,岳阳兴长,,
000820,000820,*ST节能,,
000821,000821,京山轻机,,
000822,000822,山东海化,,
000823,000823,超声电子,,
000825,000825,太钢不锈,,
000826,000826,启迪环境,,
000828,000828,东莞控股,,
000829,000829,天音控股,,
000830,000830,鲁西化工,,
000831,000831,五矿稀土,,
000833,000833,粤桂股份,,
000835,000835,长城动漫,,
000836,000836,富通鑫茂,,
000837,000837,秦川机床,,
000838,000838,财信发展,,
000839,000839,中信国安,,
000848,000848,承德露露,,
000850,000850,华茂股份,,
000851,000851,高鸿股份,,
000852,000852,石化机械,,
000856,000856,冀东装备,,
000858,000858,五 粮 液,,
000859,000859,国风塑业,,
000860,000860,顺鑫农业,,
000861,000861,海印股份,,
000862,000862,银星能源,,
000863,000863,三湘印象,,
000868,000868,*ST安凯,,
000869,000869,张  裕Ａ,200869,张  裕Ｂ
000875,000875,吉电股份,,
000876,000876,新 希 望,,
000877,000877,天山股份,,
000878,000878,云南铜业,,
000880,000880,潍柴重机,,
000881,000881,中广核技,,
000882,000882,华联股份,,
000883,000883,湖北能源,,
000885,000885,城发环境,,
000886,000886,海南高速,,
000887,000887,中鼎股份,,
000888,000888,峨眉山Ａ,,
000889,000889,中嘉博创,,
000890,000890,法 尔 胜,,
000892,000892,欢瑞世纪,,
000893,000893,东凌国际,,
000895,000895,双汇发展,,
000897,000897,*ST津滨,,
000898,000898,鞍钢股份,,
000899,000899,赣能股份,,
000900,000900,现代投资,,
000901,000901,航天科技,,
000902,000902,新洋丰,,
000903,000903,云内动力,,
000905,000905,厦门港务,,
000906,000906,浙商中拓,,
000908,000908,景峰医药,,
000909,000909,数源科技,,
000910,000910,大亚圣象,,
000911,000911,*ST 南糖,,
000912,000912,泸天化,,
000913,000913,钱江摩托,,
000915,000915,山大华特,,
000917,000917,电广传媒,,
000918,000918,嘉凯城,,
000919,000919,金陵药业,,
000920,000920,南方汇通,,
000921,000921,海信家电,,
000922,000922,佳电股份,,
000923,000923,河钢资源,,
000925,000925,众合科技,,
000926,000926,福星股份,,
000927,000927,一汽夏利,,
000928,000928,中钢国际,,
000929,000929,兰州黄河,,
000930,000930,中粮科技,,
000931,000931,中 关 村,,
000932,000932,华菱钢铁,,
000933,000933,神火股份,,
000935,000935,四川双马,,
000936,000936,华西股份,,
000937,000937,冀中能源,,
000938,000938,紫光股份,,
000939,000939,*ST凯迪,,
000948,000948,南天信息,,
000949,000949,新乡化纤,,
000950,000950,重药控股,,
000951,000951,中国重汽,,
000952,000952,广济药业,,
000953,000953,*ST河化,,
000955,000955,欣龙控股,,
000957,000957,中通客车,,
000958,000958,东方能源,,
000959,000959,首钢股份,,
000960,000960,锡业股份,,
000961,000961,中南建设,,
000962,000962,东方钽业,,
000963,000963,华东医药,,
000965,000965,天保基建,,
000966,000966,长源电力,,
000967,000967,盈峰环境,,
000968,000968,蓝焰控股,,
000969,000969,安泰科技,,
000970,000970,中科三环,,
000971,000971,*ST高升,,
000972,000972,ST中基,,
000973,000973,佛塑科技,,
000975,000975,银泰黄金,,
000976,000976,华铁股份,,
000977,000977,浪潮信息,,
000978,000978,桂林旅游,,
000980,000980,众泰汽车,,
000981,000981,ST银亿,,
000982,000982,*ST 中绒,,
000983,000983,西山煤电,,
000985,000985,大庆华科,,
000987,000987,越秀金控,,
000988,000988,华工科技,,
000989,000989,九 芝 堂,,
000990,000990,诚志股份,,
000993,000993,闽东电力,,
000995,000995,*ST皇台,,
000996,000996,中国中期,,
000997,000997,新 大 陆,,
000998,000998,隆平高科,,
000999,000999,华润三九,,
001696,001696,宗申动力,,
001872,001872,招商港口,201872,招港B
001896,001896,豫能控股,,
001914,001914,招商积余,,
001965,001965,招商公路,,
001979,001979,招商蛇口,,
002001,002001,新 和 成,,
002002,002002,鸿达兴业,,
002003,002003,伟星股份,,
002004,002004,华邦健康,,
002005,002005,*ST德豪,,
002006,002006,精功科技,,
002007,002007,华兰生物,,
002008,002008,大族激光,,
002009,002009,天奇股份,,
002010,002010,传化智联,,
002011,002011,盾安环境,,
002012,002012,凯恩股份,,
002013,002013,中航机电,,
002014,002014,永新股份,,
002015,002015,协鑫能科,,
002016,002016,世荣兆业,,
002017,002017,东信和平,,
002019,002019,亿帆医药,,
002020,002020,京新药业,,
002021,002021,*ST中捷,,
002022,002022,科华生物,,
002023,002023,海特高新,,
002024,002024,苏宁易购,,
002025,002025,航天电器,,
002026,002026,山东威达,,
002027,002027,分众传媒,,
002028,002028,思源电气,,
002029,002029,七 匹 狼,,
002030,002030,达安基因,,
002031,002031,巨轮智能,,
002032,002032,苏 泊 尔,,
002033,002033,丽江旅游,,
002034,002034,旺能环境,,
002035,002035,华帝股份,,
002036,002036,联创电子,,
002037,002037,保利联合,,
002038,002038,双鹭药业,,
002039,002039,黔源电力,,
002040,002040,南 京 港,,
002041,002041,登海种业,,
002042,002042,华孚时尚,,
002043,002043,兔 宝 宝,,
002044,002044,美年健康,,
002045,002045,国光电器,,
002046,002046,轴研科技,,
002047,002047,宝鹰股份,,
002048,002048,宁波华翔,,
002049,002049,紫光国微,,
002050,002050,三花智控,,
002051,002051,中工国际,,
002052,002052,同洲电子,,
002053,002053,云南能投,,
002054,002054,德美化工,,
002055,002055,得润电子,,
002056,002056,横店东磁,,
002057,002057,中钢天源,,
002058,002058,威 尔 泰,,
002059,002059,云南旅游,,
002060,002060,粤 水 电,,
002061,002061,浙江交科,,
002062,002062,宏润建设,,
002063,002063,远光软件,,
002064,002064,华峰氨纶,,
002065,002065,东华软件,,
002066,002066,瑞泰科技,,
002067,002067,景兴纸业,,
002068,002068,黑猫股份,,
002069,002069,獐子岛,,
002071,002071,长城影视,,
002072,002072,*ST凯瑞,,
002073,002073,软控股份,,
002074,002074,国轩高科,,
002075,002075,沙钢股份,,
002076,002076,雪 莱 特,,
002077,002077,大港股份,,
002078,002078,太阳纸业,,
002079,002079,苏州固锝,,
002080,002080,中材科技,,
002081,002081,金 螳 螂,,
002082,002082,万邦德,,
002083,002083,孚日股份,,
002084,002084,海鸥住工,,
002085,002085,万丰奥威,,
002086,002086,ST东海洋,,
002087,002087,新野纺织,,
002088,002088,鲁阳节能,,
002089,002089,*ST新海,,
002090,002090,金智科技,,
002091,002091,江苏国泰,,
002092,002092,中泰化学,,
002093,002093,国脉科技,,
002094,002094,青岛金王,,
002095,002095,生 意 宝,,
002096,002096,南岭民爆,,
002097,002097,山河智能,,
002098,002098,浔兴股份,,
002099,002099,海翔药业,,
002100,002100,天康生物,,
002101,002101,广东鸿图,,
002102,002102,ST冠福,,
002103,002103,广博股份,,
002104,002104,恒宝股份,,
002105,002105,信隆健康,,
002106,002106,莱宝高科,,
002107,002107,沃华医药,,
002108,002108,沧州明珠,,
002109,002109,兴化股份,,
002110,002110,三钢闽光,,
002111,002111,威海广泰,,
002112,002112,三变科技,,
002113,002113,ST天润,,
002114,002114,罗平锌电,,
002115,002115,三维通信,,
002116,002116,中国海诚,,
002117,002117,东港股份,,
002118,002118,紫鑫药业,,
002119,002119,康强电子,,
002120,002120,韵达股份,,
002121,002121,科陆电子,,
002122,002122,*ST天马,,
002123,002123,梦网集团,,
002124,002124,天邦股份,,
002125,002125,湘潭电化,,
002126,002126,银轮股份,,
002127,002127,南极电商,,
002128,002128,露天煤业,,
002129,002129,中环股份,,
002130,002130,沃尔核材,,
002131,002131,利欧股份,,
002132,002132,恒星科技,,
002133,002133,广宇集团,,
002134,002134,天津普林,,
002135,002135,东南网架,,
002136,002136,安 纳 达,,
002137,002137,麦达数字,,
002138,002138,顺络电子,,
002139,002139,拓邦股份,,
002140,002140,东华科技,,
002141,002141,贤丰控股,,
002142,002142,宁波银行,,
002144,002144,宏达高科,,
002145,002145,中核钛白,,
002146,002146,荣盛发展,,
002147,002147,ST新光,,
002148,002148,北纬科技,,
002149,002149,西部材料,,
002150,002150,通润装备,,
002151,002151,北斗星通,,
002152,002152,广电运通,,
002153,002153,石基信息,,
002154,002154,报 喜 鸟,,
002155,002155,湖南黄金,,
002156,002156,通富微电,,
002157,002157,正邦科技,,
002158,002158,汉钟精机,,
002159,002159,三特索道,,
002160,002160,常铝股份,,
002161,002161,远 望 谷,,
002162,002162,悦心健康,,
002163,002163,中航三鑫,,
002164,002164,宁波东力,,
002165,002165,红 宝 丽,,
002166,002166,莱茵生物,,
002167,002167,东方锆业,,
002168,002168,惠程科技,,
002169,002169,智光电气,,
002170,002170,芭田股份,,
002171,002171,楚江新材,,
002172,002172,澳洋健康,,
002173,002173,创新医疗,,
002174,002174,游族网络,,
002175,002175,*ST东网,,
002176,002176,江特电机,,
002177,002177,御银股份,,
002178,002178,延华智能,,
002179,002179,中航光电,,
002180,002180,纳思达,,
002181,002181,粤 传 媒,,
002182,002182,云海金属,,
002183,002183,怡 亚 通,,
002184,002184,海得控制,,
002185,002185,华天科技,,
002186,002186,全 聚 德,,
002187,002187,广百股份,,
002188,002188,*ST巴士,,
002189,002189,中光学,,
002190,002190,*ST集成,,
002191,002191,劲嘉股份,,
002192,002192,融捷股份,,
002193,002193,如意集团,,
002194,002194,武汉凡谷,,
002195,002195,二三四五,,
002196,002196,方正电机,,
002197,002197,证通电子,,
002198,002198,嘉应制药,,
002199,002199,东晶电子,,
002200,002200,*ST云投,,
002201,002201,九鼎新材,,
002202,002202,金风科技,,
002203,002203,海亮股份,,
002204,002204,大连重工,,
002205,002205,国统股份,,
002206,002206,海 利 得,,
002207,002207,ST准油,,
002208,002208,合肥城建,,
002209,002209,达 意 隆,,
002210,002210,*ST飞马,,
002211,002211,宏达新材,,
002212,002212,南洋股份,,
002213,002213,特 尔 佳,,
002214,002214,大立科技,,
002215,002215,诺 普 信,,
002216,002216,三全食品,,
002217,002217,合力泰,,
002218,002218,拓日新能,,
002219,002219,恒康医疗,,
002220,002220,ST天宝,,
002221,002221,东华能源,,
002222,002222,福晶科技,,
002223,002223,鱼跃医疗,,
002224,002224,三 力 士,,
002225,002225,濮耐股份,,
002226,002226,江南化工,,
002227,002227,奥 特 迅,,
002228,002228,合兴包装,,
002229,002229,鸿博股份,,
002230,002230,科大讯飞,,
002231,002231,奥维通信,,
002232,002232,启明信息,,
002233,002233,塔牌集团,,
002234,002234,民和股份,,
002235,002235,安妮股份,,
002236,002236,大华股份,,
002237,002237,恒邦股份,,
002238,002238,天威视讯,,
002239,002239,奥特佳,,
002240,002240,威华股份,,
002241,002241,歌尔股份,,
002242,002242,九阳股份,,
002243,002243,通产丽星,,
002244,002244,滨江集团,,
002245,002245,澳洋顺昌,,
002246,002246,北化股份,,
002247,002247,聚力文化,,
002248,002248,华东数控,,
002249,002249,大洋电机,,
002250,002250,联化科技,,
002251,002251,步 步 高,,
002252,002252,上海莱士,,
002253,002253,川大智胜,,
002254,002254,泰和新材,,
002255,002255,海陆重工,,
002256,002256,兆新股份,,
002258,002258,利尔化学,,
002259,002259,*ST升达,,
002260,002260,*ST德奥,,
002261,002261,拓维信息,,
002262,002262,恩华药业,,
002263,002263,*ST东南,,
002264,002264,新 华 都,,
002265,002265,西仪股份,,
002266,002266,浙富控股,,
002267,002267,陕天然气,,
002268,002268,卫 士 通,,
002269,002269,美邦服饰,,
002270,002270,华明装备,,
002271,002271,东方雨虹,,
002272,002272,川润股份,,
002273,002273,水晶光电,,
002274,002274,华昌化工,,
002275,002275,桂林三金,,
002276,002276,万马股份,,
002277,002277,友阿股份,,
002278,002278,神开股份,,
002279,002279,久其软件,,
002280,002280,联络互动,,
002281,002281,光迅科技,,
002282,002282,博深股份,,
002283,002283,天润曲轴,,
002284,002284,亚太股份,,
002285,002285,世联行,,
002286,002286,保龄宝,,
002287,002287,奇正藏药,,
002288,002288,超华科技,,
002289,002289,*ST宇顺,,
002290,002290,*ST中科,,
002291,002291,星期六,,
002292,002292,奥飞娱乐,,
002293,002293,罗莱生活,,
002294,002294,信立泰,,
002295,002295,精艺股份,,
002296,002296,辉煌科技,,
002297,002297,博云新材,,
002298,002298,中电兴发,,
002299,002299,圣农发展,,
002300,002300,太阳电缆,,
